sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
ENORU,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Claudio  Alberto  ","Giacomino","Jefa  de  Sección  Económica  y  Comercial","47  23273206","",,"",,"","comercial.enoru@mrecic.gov.ar","","https://enoru.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,16:00:00,"",
EFRUS,"Sección  Económica  y  Comercial","Economy  &  Trade  Section","Seccion","Juan  Martín  ","Muda","Jefe  de  Sección  Económica  y  Comercial","+74955021020","",,"","","","secom_efrus@cancilleria.gob.ar","",,"",,,,,"9.30-18.00",
EARGE,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Julián","VAZEILLES","Jefe  de  Sección  Económica  y  Comercial","+213  (0)  23187435","",+213  (0)  770381010,"","+213  (0)  23187439","","secom_earge@cancilleria.gob.ar","","earge.cancilleria.gob.ar","",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  17.00  horas  -  de  Domingo  a  Jueves",
EECUA,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial  ","Seccion","Alejandra  Elena  ","Di  Vico","Jefe  de  Sección  Económica  y  Comercial","(593)  256  -  2292","",(593)  99  973  -  8957,"","","","comercial_eecua@cancilleria.gov.ar","","http://eecua.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EDOMI,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Vanina  ","Rinaudo","Jefa  de  Sección  Económica  y  Comercial",,"",,"",,"","edomi@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"",
EMARR,"Sección  Económica  y  Comercial","Chief  of  the  Economic  and  Commercial  Section","Seccion","Juan  Luis  ","Cura","Jefe  de  Sección  Económica  y  Comercial","","",00212661297319,"","","","emarr@cancilleria.gob.ar","",,"",,,,,"",
EEEUU,"Sección  Económica  y  Comercial","Commercial  Section","Seccion","Julia  Geraldine  ","Hoppstock","Jefe  de  Sección  Económica  y  Comercial","00  1  202  238  6407","",,"","00  1  202  332  3171","","econargusa@embassyofargentina.us","","www.embassyofargentina.us","",,,,,"09:00  a  18:00  hs.",
EKUWA,"Sección  Económica  y  Comercial","ekuwa","Seccion","Claudia  Alejandra  ","Zampieri","Embajador","(965)  25213202","",,"","(965)  25213202","","ekuwa@cancilleria.gob.ar","",,"",,,,,"08:30  a  15:30",
EVENE,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Eduardo  Alberto  ","Canale","Jefe  de  Sección  Económica  y  Comercial","58  212  2634262","",58  414  2387145,"",,"","evene@cancilleria.gob.ar","comercial_evene@mrecic.gov.ar","https://evene.cancilleria.gob.ar/es","",,,08:00:00,16:00:00,"Lunes  a  Viernes  de  8  a  16",
ENZEL,"Sección  Económica  y  Comercial","Economic  and  Trade  Section","Seccion","Pablo  Andrés","Ciallella","Jefe  de  Sección  Económica  y  Comercial","0064  4  4728330","",(64)21411316,"","","","comercial_enzel@mrecic.gov.ar","",,"",,,,,"Lunes  a  Viernes  de  9:00  a  17:00",
EHAIT,"Sección  Económica  y  Comercial","Todo  el  territorio  de  Haiti","Seccion","César  Alberto  ","Faes","Embajador","509  2940-67/11/12/13/14","",00  509  3676  0359,"",,"","ehait@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"9.00  hs  a  17.00  hs",
EANGO,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Agustín  Nicolás","Justo","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","secom.eango@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ECHES,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section  ","Seccion","Paulina  ","Poletti","Jefe  de  Sección","420  224  225  583","",,"",,"","eches-comercial@cancilleria.gob.ar","",,"",Lunes,Viernes,00:00:09,00:00:17,"09:00  a  17:00  horas",
ETURQ,"Sección  Económica  y  Comercial","Commercial  Promotion","Seccion","María  del  Pilar  ","Irala","Jefe  de  Sección","+90  312  446  2061","",+90  533  548  9718,"","","","comercial_eturq@mrecic.gov.ar","","http://turquia.embajada.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
CCHIC,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Lucas  Andrés  ","Gioja","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","argentradechicago@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ENIGE,"Sección  Económica  y  Comercial","Commercial  Section  ","Seccion","Nicolás  María  ","Perazzo  Naón","Jefe  de  Sección  Económica  y  Comercial","00  234  (0)  707  483  2150","",,"",,"","comercial_enige@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"Lunes  a  viernes  de  09:00  a  17:00  hs.",
EBELG,"Sección  Económica  y  Comercial","Commercial  Section","Seccion","Jesica  Daniela  ","Ambrosini","Jefe  de  Sección","00  32    2  626  04  88","",,"","00  32  2  647  9319","","secom_ebelg@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"de  9:00  a  17:00  hs.",
EPERU,"Sección  Económica  y  Comercial  ","Oficina  Económica  y  Comercial","Seccion","Jessica  Noelia  ","Díaz","Jefe  de  Sección","(0051-1)4224361","(0051-1)4224361",,"",,"","comercial_eperu@mrecic.gov.ar","",,"",,,,,"9:00  A  17:30  HS",
EJAMA,"Sección  Económica  y  Comercial","Economica  y  Comercial","Seccion","Facundo  A.","Santiago","Jefe  de  Sección  Económica  y  Comercial","1  8769265588","",18763699372,"",,"","ejama@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
ESAFR,"Sección  Económica  y  Comercial","Trade  and  Economic  Section","Seccion","María  Alejandra  ","Vlek","Jefa  de  Sección","27  12  430  3524/7  ","",27  (0)  609921682,"","","","esafr@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
CVIGO,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Sección  Consular","José  Amado  ","Valiente","Cónsul  Adjunto","34  986  435899","",(Emergencias)  34  607  663  949,"","34  986439292","","cvigo@cancilleria.gob.ar","","https://cvigo.cancilleria.gob.ar/es/comercio","",,,,,"",
CFRAN,"Sección  Económica  y  Comercial","Trade  and  Economic  Section","Seccion","Federico  Gabriel  ","Hirsch","Cónsul  Adjunto",,"",,"",,"","comercio_cfran@cancilleria.gob.ar","",,"",,,,,"9  a  17  hs",
CRECI,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Sección  Consular","Julieta  María  Celeste  ","Grande","Jefe  de  Sección","55  81  3131  9005  /  9016","",,"","","","comercial_creci@mrecic.gov.ar","","creci.mrecic.gov.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ECUBA,"Sección  Económica  y  Comercial","Commercial  Promotion","Seccion","Martín  ","Suaya","Jefe  de  Sección  Económica  y  Comercial","53  72042565","53  72042972",005352868055,"","","","comercial_ecuba@mrecic.gov.ar","","http://ecuba.mrecic.gov.ar/es/content/promoci%C3%B3n-comercial","",Lunes,Viernes,08:30:00,16:30:00,"08:30  a  16:30  Hs.  (Lunes  a  Viernes)",
ETUNE,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Sebastián  ","Ballina","Jefe  de  Sección  Económica  y  Comercial","216  71  964  782","",,"","","","secom_etune@cancilleria.gob.ar","",,"",,,09:00:00,18:00:00,"",
EMSIA,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Jorge  Oscar  ","Abate","Jefe  de  Sección  Económica  y  Comercial","(+60)  03-2144-1451","",(+60)  012-201-2464,"","(+60)  03-2144-1428","","comercial_emsia@mrecic.gov.ar","","emsia.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EISIA,"Sección  Económica  y  Comercial","Head  of  Commercial  and  Economic  Section","Seccion","Pablo  Nicolás  ","Spahr","Jefe  de  Sección  Económica  y  Comercial","+62  21  230  3061","",,"","+62  21  230  3962","","comercial_eisia@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"09:00-16:00",
CSHAN,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Federico  Nahuel  ","López  Brusau","Jefe  de  Sección  Económica  y  Comercial",,"",,"",,"","cshan@mrecic.gov.ar","",,"",,,,,"10:00  a  17:00  hs.",
EHILE,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Maximiliano  G.  ","Gianmichelli","Jefa  de  Sección  Económica  y  Comercial","+56  2  2582  2505/35/37","",,"","56-2-2639  3321","","secom_ehile@mrecic.gov.ar","","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EGUAT,"Sección  Económica  y  Comercial","Comercial","Seccion","Sebastián  Juan  ","Palou","Jefa  de  Sección  Económica  y  Comercial","+502  2464-5900","",502  ,"","502  ","","comercialeguat@mrecic.gov.ar","","https://eguat.cancilleria.gob.ar/","",Lunes,Viernes,08:00:00,15:00:00,"8.00  a  15.00hs",
ERICA,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Martina  ","Guarnaschelli","Jefe  de  Sección",,"",,"",,"","comercial_erica@mrecic.gov.ar","",,"",,,,,"08:30  a  16:00  hs",
EMOZA,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Noelia  S.  ","Guzmán  Bernales","Jefa  de  Sección  Económica  y  Comercial","+(258)  21  421  242","",,"","","","secom_emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESURI,"Sección  Económica  y  Comercial",,"Seccion","  Juan  Ignacio  ","Rossi  Sammartino","Jefe  de  Sección  Económica  y  Comercial",,"",,"",,"",,"",,"",,,,,,
EAZER,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Víctor  Enrique  ","Marzari","Jefe  de  Sección  Económica  y  Comercial","+994  (12)  4935942","",+994  (51)  3667985,"","+994  (12)  4935943","","eazer@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EINDI,"Sección  Economica  y  Comercial","Sección  Consular","Sección  Consular","Ana  Belén  ","Colombo  Blanco","Jefa  de  Sección  Económica  y  Comercial","","",,"","","","secon_eindi@mrecic.gov.ar","",,"",Lunes,Viernes,09:30:00,18:00:00,"",
EPNMA,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Leopoldo  Juan  José  ","Garade","Jefe  de  Sección  Económica  y  Comercial","507  302  0003","",507  66161112,"",,"","comercial_epnma@cancilleria.gob.ar","",,"",,,,,"8:00  a  16:00  hs.",
,"Sección  Económica  y  Comercial",,"Seccion","0",,,,"",,"",,"",,"",,"",,,,,,
EIRAN,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Matías  Manuel  ","Baeza","Jefe  de  Sección  Económica  y  Comercial","98  212242  5297","",00  98  (0912)  840  8434,"",,"","eiran@mrecic.gob.ar","",,"",Domingo,Jueves,08:00:00,16:00:00,"",
EUCRA,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Elena  Leticia  ","Mikusinski","Jefa  de  Sección  Económica  y  Comercial","","",,"","","","secom_eucra@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CGMUM,"Sección  Económica  y  Comercial  e  Inversiones","Economic  and  Commercial  Section  and  Investments","Seccion","María  Silvina  ","Costa","Jefa  de  Sección  Económica  y  Comercial","","",+91  99303  10617,"","","","comercio_cgmum@mrecic.gov.ar","cgmum@mrecic.gov.ar","https://cgmum.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"09:00  /  17:00  horas.  ",
ECORE,"Sección  Económica, Comercial  e  Inversiones","Economic  and  Commercial  Section","Seccion","Darío  César  ","Celaya  Alvarez","Jefe  de  Sección  Económica  y  Comercial","00  82  2  798  1145  ","",,"","00  82  2  792-5820","","ecorecom@mrecic.gov.ar","","ecore.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ESING,"Sección  Económica, Comercial  y  de  Inversiones","Economic, Trade  and  Investment  Section","Seccion","Tomás  ","Pico","Jefe  de  Sección  Económica  y  Comercial",,"",,"",,"","embargentina_trade@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EESPA,"Sección  Económica, Comercial  y  de  Inversiones","Economic  -  Commercial  and  Investment","Seccion","María  Paula  ","Mac  Loughlin","Jefa  de  Sección","34  917710500  -19","",34  639707564,"","","","ecocomercial.argenesp@mrecic.gov.ar","","http://eespa.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"9.00  a  17.00  hs",
EVIET,"Sección  Económica, Comercial  y  de  Inversiones","Economic, Comercial  &  Investments  Section","Seccion","Francisco  J.  ","Franco  Martinez","Jefe  de  Sección  Económica  y  Comercial","84  24  3831  5262","",,"",,"","comercialeviet@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESUIZ,"Sección  Económica, Comercial  y  de  Inversiones","Commercial  Section","Seccion","Sebastián  ","Fratto","Jefe  de  Sección","00  41  (31)  356  43  42","",,"",,"","esuiz@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,19:00:00,"",
EEARB,"Sección  Económica, Comercial  y  de  Inversiones  /  Oficina  Comercial  en  Dubai","Economic, Trade  and  Investment  Section  /  Trade  Office  in  Dubai","Seccion","Carlos  Miguel  ","Moreno","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","ocbai@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
ESUEC,"Sección  Económica, Comercial  y  de  Promoción  de  Inversiones","Trade  and  Investment  Promotion  Department","Seccion","María  Victoria  ","Picazo","Jefe  de  Sección  Económica  y  Comercial","(0046)  86631965","",,"","","","secom_esuec@mrecic.gov.ar","","https://esuec.cancilleria.gob.ar/es/promoci%C3%B3n-comercial-0","",Lunes,Viernes,09:00:00,17:00:00,"09:00  a  17:00",
ERUNI,"Sección  Económica, Comercial  y  Turismo","Económica, Comercial  y  Turismo","Seccion","Pedro  ","Sondereguer","Jefe/a  de  Sección  Económica  y  Comercial","0044  0207    318  1300","",,"",,"","trade@argentine-embassy-uk.org","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
ECOLO,"Sección  Económica, Comercial  y  Turismo","Sección  Económica  y  Comercial","Seccion","Melissa  ","Viola","Jefe/a  de  Sección  Económica  y  Comercial","+57  601  288  0900","",,"","","","comercial_ecolo@cancilleria.gov.ar","",,"",,,,,"",
ETAIL,"Sección  Económica, Comercial  y  Turismo","Economic, Commercial  and  Tourism  Section","Seccion","Juan  Pablo  ","Volken","Jefe  de  Sección","+66  2259  0401","",,"","+66  2259  0402","","secom_etail@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ETRIA,"Sección  Económica, Comercial, Cultural  y  de  Turismo","Economic  and  Commercial  Section  ","Seccion","Franco  A.  ","Senilliani  Melchior","Jefe/a  de  Sección  Económica  y  Comercial","(43-1)  5338577","(43-1)  5335171  //  (43-1)  5338463",,"","(43-1)  5338797","(43-1)  5335651","comercio_etria@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EBOLV,"Sección  Económica, Comercial, Mercosur, Defensa, Temas  Nucleares, Hidrovía  y  Rios, .","Sección  Económica, Comercial, de  Inversiones  y  Turismo.","Seccion","Franco  Adrián  ","Quiles","Jefe  de  Sección  Económica  y  Comercial","+591  2  2417737","+591  2  2417737",,"","591  2  2422727","","qfa@mrecic.gov.ar","secom_ebolv@cancilleria.gob.ar","ebolv.mrecic.gov.ar","",,,,,"08:30  a  16:30",
EFRAN,"Sección  Económica, Comercial, Promoción  e  Inversiones","Sección  Económica, Comercial, Promoción  e  Inversiones","Seccion","M.  Victoria  ","Stöger  Rodríguez","Jefe  de  Sección","0033144052736","",,"","0033144051295","","secom_efran@mrecic.gov.ar","",,"",,,,,"09:00  a  13:00  y  14:00  a  17:00  hs",
EISRA,"Sección  Económico-Comercial  ","Economics  and  Trade  Section  (includes  Tourism)","Seccion","María  Paula  ","Vignau","Jefe  de  Sección  Económica  y  Comercial","+972  73  252  0810","(972-73)  2520807  //  (972-73)  2520801",,"","(972-9)  9702748","","comercialeisra@mrecic.gov.ar","",,"",,,,,"",
ECANA,"Sección  Económico-Comercial  e  Innovación","Economic, Trade, and  Innovation  Affairs","Seccion","Pablo  ","Castagnino","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","comercialecana@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EBRAS,"Sección  Económico-Comercial, Inversiones  y  Turismo","Sección  Económico-Comercial, Inversiones  y  Turismo","Seccion","Patricio  ","Violini","Jefe  de  Sección","55  61  3212-7600","",,"","55  61  3212-7616","","ebras@mrecic.gob.ar","",,"",,,00:00:00,00:00:00,"",
EECUA,"Sección  Educación  y  Cooperación","Sección  Educación  y  Cooperación  ","Seccion","Martín  E.  ","Marchetti  Gómez","Jefa  de  Sección","(593)  2256  -  2292  int.  203","",(593)  99  973  -  8957,"","","","educacionycooperacion@mrecic.gov.ar","","http://eecua.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
CSHAN,"Sección  Educativa","Sección  Educativa","Seccion","Santiago  Demian  ","Cataldo","Cónsul  Adjunto",,"",,"",,"","cshan@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EHOND,"Sección  Encargada  de  Cancillería","Sección  Encargado  de  Cancillería","Seccion","Daniela  ","Gutiérrez  Alvaro","Jefa  de  Misión  Adjunta",,"",504  2232-2132,"",,"","ehond@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,13:00:00,"",
ECHIN,"Sección  Inversiones","Jefe  de  Inversiones","Seccion","","","Jefe  de  Sección","(86-10)  65321406  ext.  27","",+86-138-1085-4349,"","","","  inversionesechin@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"9  a  18  hs",
EFRAN,"Sección  Organismos  Internacionales  Económicos","Sección  Organismos  Internacionales  Económicos","Seccion","Raúl  Eugenio  ","Comelli","Jefe  de  Sección","0033144052712","",,"",,"","efran@cancilleria.gob.ar","",,"",,,,,"09:00  a  13:00  y  14:00  a  17:00  hs",
ETRIA,"Sección  Política","Political  and  Press  Section","Seccion","Cecilia  Inés  ","Silberberg","Jefa  de  Sección  Política","(43-1)  5335171  ","",,"",,"","embajada_etria@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECOLO,"Sección  Política","Natalia  Gajst","Seccion","Natalia  Melina  ","Gajst","Jefe/a  de  Sección","57  601  2880900  ","",,"",,"","ecolo@cancilleria.gov.ar          ","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EETIO,"Sección  Política","Political  Affairs","Seccion","Danilo  Luis  ","Baroni","Jefe  de  Sección  Política","+251  11  6672574","",+251  924828795,"","+251116672548","","eetio@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,18:00:00,"",
EALEM,"Sección  Política","Political  Section","Seccion","Alejandro  ","Undery","Jefe  de  Sección  Política","00  49  (30)  2266  8939","",,"",,"","ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESSED,"Sección  Política","Politics  ","Seccion","María  Florencia  ","Marchesi","Jefa  de  Sección","39  06  686-5303","",39  366  832  5997,"","39  06  687  9021","","essed@mrecic.gov.ar","","http://essed.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
ECHES,"Sección  Política  ","Political  Affairs  Section","Seccion","Laura  Beatriz  ","Fracassa","Jefe  de  Sección  Política",,"",,"",,"","eches@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECHIN,"Sección  Política","Seccion  Politica","Seccion","","","Jefe  de  Sección  Política","(+86-10)  6532  5405","(+86-10)  6532  5405",+86-138-1085-4349,"","","","echin@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"9  a  18  hs",
ESUIZ,"Sección  Política","Political  Section","Seccion","Daniela  Paula  ","Duverne","Jefe  de  Sección","00  41  (31)  356  43  42","",,"",,"","esuiz@cancilleria.gob.ar","",,"",,,,,"9h.  a  17  h.",
EARGE,"Sección  Política","Sección  Política","Seccion","Fernando  Matías  ","Grille","Jefe  de  Sección  Política","+213  (0)  23187442","",+213  (0)  770381010,"","+213  (0)  23187439","","earge@cancilleria.gob.ar","","earge.cancilleria.gob.ar","",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  17.00  horas  -  de  Domingo  a  Jueves",
EMSIA,"Sección  Política","Political  Section","Seccion","Mariano  Jorge  ","Higa","Jefe/a  de  Sección  Política","(+60)  03-2144-1451","",(+60)  012-201-2464,"","(+60)  03-2144-1428","","emsia@cancilleria.gob.ar","","emsia.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EECUA,"Sección  Política","Sección  Política","Seccion","Francisco  Renato  ","Zandanel","Jefe  de  Sección","(593)  -256  -  2292  int.  205","",(593)  99  973  -  8957,"","","","eecua@mrecic.gov.ar","","http://eecua.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EAUST,"Sección  Política","Political  Section","Seccion","Carolina  ","Petryszyn","Jefa  de  Sección","61  262739111","",,"",,"","eaust@mrecic.gov.ar","","http://eaust.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EEARB,"Sección  Política","Political  Section","Seccion","Juan  Ignacio  ","Díaz","Jefe  de  Sección  Política","","",,"","","","eearb@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EEEUU,"Sección  Política","Jefe  de  Sección  Política","Seccion","Gustavo  J.  ","Fernández  Briozzo","Jefe  de  Sección  Política","00  1  202  238  6425","",,"","00  1  202  332  3171","","politicalaffairs@embassyofargentina.us","",,"",,,,,"09:00  a  18:00  hs.",
EVENE,"Sección  Política","Sección  Política","Seccion","Eduardo  ","Porretti","Jefe  de  Sección  Política","58  212  2634262","",58  414  2387145,"",,"","evene@mrecic.gov.ar","politica_evene@mrecic.gov.ar","https://evene.cancilleria.gob.ar/es","",,,08:00:00,16:00:00,"Lunes  a  Viernes  de  8  a  16",
EEGIP,"Sección  Política","Sección  Política","Seccion","Ciro  ","Romeni","Jefe  de  Sección  Política","","",,"","","","eegip@mrecic.gov.ar","",,"",Domingo,Jueves,09:00:00,15:00:00,"",
EUNGR,"Sección  Política","Political  Section","Seccion","Ricardo  Andrés  ","Vignolo","Jefe  de  Sección  Política","+36  1  326  0492","",,"",,"","  eungr@mrecic.gov.ar      ","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EHAIT,"Sección  Política","Todo  el  territorio  de  Haiti","Seccion","César  Alberto  ","Faes","Embajador","509  2940-67/11/12/13/14","",00  509  3676  0359,"",,"","ehait@cancilleria.gob.ar","",,"",,,,,"9.00  hs  a  17.00  hs",
ELBNO,"Sección  Política","Sección  Política","Seccion","Maria  Virginia","Ruiz  Quintar","Embajador","","",,"","","","elbno@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EANGO,"Sección  Política","Sección  Política","Seccion","Agustín  Nicolás  ","Justo","Jefe  de  Sección  Política","","",,"","","","eango@cancilleria.gob.ar","",,"",,,00:00:00,00:00:00,"",
EMEXI,"Sección  Política","Political  Department","Seccion","María  Victoria  ","Urbistondo","Jefe  de  Sección","52  55  5520  9430","",,"",,"","politica-emexi@mrecic.gov.ar","",,"",,,,,"",
EMARR,"Sección  Política","Chief  of  the  Political  Section","Seccion","Juan  Luis  ","Cura","Jefe  de  Sección  Política",,"",,"",,"","emarr@cancilleria.gov.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
EURUG,"Sección  Política","Political  Section","Seccion","Ariel  David  ","González  Serafini","Jefe  de  Sección  Política","(+598)  2902  8166","",(+598)  92  947  601,"","(+598)  2900  8408","","eurug@mrecic.gov.ar","","eurug.mrecic.gov.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EFRUS,"Sección  Política","Political  Section","Seccion","Agustina  M.  ","Alvarez  Vicente","Jefe  de  Sección  Política","+74955648194","",,"","","","sepol_efrus@cancilleria.gob.ar","",,"",,,,,"9.30  -18.00",
ESING,"Sección  Política","Political  Section","Seccion","Tomás  ","Pico","Jefe  de  Sección  Política",,"",,"",,"","esing@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EIRLA,"Sección  Política","Political  ","Seccion","Agostina  ","Salvaggio","Jefa  de  Sección  Política","353  1  269-1546","",,"",,"","eirla@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EISIA,"Sección  Política","Political  Section","Seccion","Juan  Ignacio  ","Lacunza","Jefe  de  Sección  Política","","",,"","","","eisia@mrecic.gov.ar","","  www.eisia.mrecic.gov.ar","",Lunes,Viernes,09:00:00,16:00:00,"09:00-16:00",
ETUNE,"Sección  Política","Political  Section","Seccion","Sebastián  ","Ballina","Jefe  de  Sección  Política","216  71  964  782","",,"","","","etune@mrecic.gov.ar  (correo  inst.)","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
ESAFR,"Sección  Política","Political  Section","Seccion","Francisco  Fabián  ","Sáez","Jefe  de  Sección",,"",,"",,"","esafr@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
ECEUR,"Sección  Política","Head  of  Political  Section","Seccion","Rodrigo","Conde  Garrido","Jefe  de  Sección  Política","(+32)  2  648  93  71","",,"","","","eceur@cancilleria.gob.ar","",,"",,,,,"",""
ECOLO,"Sección  Política","Sección  Política","Seccion","Pedro  Joaquín  ","López  Godoy","Jefe  de  Sección  Política","+57  601  288  0900","",,"","","","ecolo@cancilleria.gob.ar","",,"",,,,,"",
EHILE,"Sección  Política","Political  Section","Seccion","Juan  Antonio  ","Barreto","Jefe  de  Sección  Política","56-2-2582  2516","",,"","56-2-2639  3321","","secpol_ehile@mrecic.gov.ar","","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EPORT,"Sección  Política","Political  Section","Seccion","Mariano  Andrés","GUIDA","Jefe  de  Sección  Política",,"",,"",,"","eport@mrecic.gov.ar","",,"",Lunes,Viernes,09:30:00,18:00:00,"",
ENZEL,"Sección  Política","Political  Section","Seccion","Sec.  María  Carolina","Frizzo","Jefa  de  Sección  Política","(64)044736597","",(64)21411316,"","","","enzel@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"Lunes  a  Viernes  de  9  am  a    5  pm.",
ERUNI,"Sección  Politica","Sección  Política","Seccion","María  del  P.  ","Teves  Libarona","Jefa  de  Sección  Política",,"",,"",,"","politica@argentine-embassy-uk.org","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EISRA,"Sección  Política  ","Political  and  Cultural  Section","Seccion","Laura  Mariela  ","Bari","Jefa  de  Sección  Política","(972-73)  2520801","(972-73)  2520800",,"","(972-9)  9702748","(972-73)  2520821","eisra@mrecic.gov.ar","",,"",,,,,"08.00  to  16.00  hs",
ETAIL,"Sección  Política","Political  Section","Seccion","Javier  Alfredo  ","De  Cicco","Jefe  de  Oficina","+66  2259  0401","",,"","+66  2259  0402","","etail@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
